LISTING_ID,ZIP_CODE,NEIGHBORHOOD,PROPERTY_TYPE,BEDROOMS,BATHROOMS,SQFT,LIST_PRICE,SALE_PRICE,PRICE_PER_SQFT,DAYS_ON_MARKET,LIST_DATE,STATUS,AGENT_ID
AUS-00090,78704,South Congress,Townhouse,3,2,717,495000,513345,690.38,33,2024-05-24,Sold,AGT-034
AUS-00091,78701,Downtown,Single Family,3,2,833,491000,499552,589.44,19,2024-08-11,Sold,AGT-001
AUS-00092,78702,East Austin,Condo,3,4,650,531000,513115,816.92,22,2024-07-09,Sold,AGT-050
AUS-00093,78731,Northwest Hills,Single Family,4,2,867,626000,647201,722.03,22,2024-12-03,Sold,AGT-020
AUS-00094,78741,Southeast,Condo,4,2,739,385000,379339,520.97,36,2024-02-26,Sold,AGT-018
AUS-00095,78759,Great Hills,Single Family,3,3,690,532000,,771.01,16,2024-08-06,Active,AGT-005
AUS-00096,78741,Southeast,Condo,4,1,659,430000,441460,652.5,26,2024-12-12,Sold,AGT-040
AUS-00097,78750,Northwest,Condo,3,3,688,436000,438080,633.72,18,2024-06-25,Sold,AGT-049
AUS-00098,78750,Northwest,Townhouse,4,1,706,495000,480552,701.13,9,2024-03-28,Sold,AGT-039
AUS-00099,78704,South Congress,Single Family,3,3,856,427000,,498.83,14,2024-07-03,Active,AGT-039
AUS-00100,78701,Downtown,Single Family,5,2,1007,698000,677489,693.15,20,2024-06-27,Sold,AGT-037
AUS-00101,78750,Northwest,Single Family,5,2,892,480000,480274,538.12,25,2024-12-23,Sold,AGT-037
AUS-00102,78703,Tarrytown,Single Family,4,2,1067,677000,,634.49,16,2024-01-15,Active,AGT-034
AUS-00103,78750,Northwest,Single Family,4,4,704,1497948.93105167,1448832,2127.77,24,2024-10-20,Sold,AGT-039
AUS-00104,78703,Tarrytown,Single Family,2,3,740,756000,,1021.62,13,2024-08-10,Active,AGT-020
AUS-00105,78759,Great Hills,Condo,4,3,921,487000,470786,528.77,11,2024-07-07,Sold,AGT-016
AUS-00106,78731,Northwest Hills,Condo,4,2,778,1255272.7603251014,,1613.46,30,2024-10-15,Active,AGT-014
AUS-00107,78704,South Congress,Townhouse,4,1,477,434000,,909.85,16,2024-03-31,Active,AGT-014
AUS-00108,78741,Southeast,Single Family,4,2,799,393000,,491.86,39,2024-06-01,Active,AGT-007
AUS-00109,78702,East Austin,Single Family,3,3,967,436000,,450.88,31,2024-05-29,Active,AGT-031
AUS-00110,78704,South Congress,Single Family,3,2,941,556000,559960,590.86,14,2024-03-10,Sold,AGT-048
AUS-00111,78704,South Congress,Single Family,4,3,825,536000,536636,649.7,19,2024-09-30,Sold,AGT-002
AUS-00112,78750,Northwest,Condo,4,2,864,467000,451808,540.51,16,2024-09-02,Sold,AGT-002
AUS-00113,78704,South Congress,Townhouse,4,2,737,528000,534344,716.42,30,2024-12-22,Sold,AGT-005
AUS-00114,78741,Southeast,Townhouse,4,2,841,362000,363614,430.44,23,2024-01-06,Sold,AGT-021
AUS-00115,78759,Great Hills,Condo,4,2,728,556000,551140,763.74,12,2024-01-15,Sold,AGT-005
AUS-00116,78741,Southeast,Single Family,5,4,678,300000,307685,442.48,34,2024-01-24,Sold,AGT-031
AUS-00117,78703,Tarrytown,Condo,4,2,1018,889000,887534,873.28,12,2024-01-18,Sold,AGT-013
AUS-00118,78741,Southeast,Single Family,3,3,736,391000,399747,531.25,28,2024-02-26,Sold,AGT-029
AUS-00119,78741,Southeast,Single Family,4,2,1094,257000,263473,234.92,44,2024-11-23,Sold,AGT-010
AUS-00120,78701,Downtown,Townhouse,2,3,966,647000,650438,669.77,25,2024-09-12,Sold,AGT-041
AUS-00121,78701,Downtown,Single Family,2,2,850,599000,,704.71,17,2024-09-23,Active,AGT-028
AUS-00122,78745,South Austin,Single Family,4,3,711,399000,,561.18,12,2024-03-25,Active,AGT-040
AUS-00123,78703,Tarrytown,Townhouse,3,3,971,638000,,657.05,9,2024-02-09,Active,AGT-016
AUS-00124,78701,Downtown,Single Family,5,2,977,628000,608186,642.78,27,2024-04-24,Sold,AGT-010
AUS-00125,78703,Tarrytown,Single Family,5,3,1009,734000,,727.45,21,2024-09-08,Active,AGT-045
AUS-00126,78703,Tarrytown,Condo,5,3,929,732000,,787.94,25,2024-03-03,Active,AGT-039
AUS-00127,78701,Downtown,Condo,3,3,922,669000,673805,725.6,13,2024-08-16,Sold,AGT-012
AUS-00128,78704,South Congress,Multi-Family,2,2,855,421000,408292,492.4,25,2024-07-20,Sold,AGT-017
AUS-00129,78704,South Congress,Condo,4,4,645,579000,,897.67,22,2024-04-09,Active,AGT-012
AUS-00130,78704,South Congress,Single Family,2,2,691,443000,451009,641.1,5,2024-08-17,Sold,AGT-017
AUS-00131,78731,Northwest Hills,Single Family,5,1,837,610000,,728.79,19,2024-06-21,Active,AGT-004
AUS-00132,78701,Downtown,Single Family,3,3,702,647000,664549,921.65,14,2024-10-16,Sold,AGT-006
AUS-00133,78741,Southeast,Single Family,5,4,624,322000,320666,516.03,31,2024-05-13,Sold,AGT-023
AUS-00134,78750,Northwest,Condo,3,2,722,559000,558412,774.24,12,2024-04-20,Sold,AGT-038
AUS-00135,78759,Great Hills,Single Family,2,2,587,557000,543771,948.89,14,2024-01-26,Sold,AGT-019
AUS-00136,78745,South Austin,Single Family,3,2,692,403000,,582.37,23,2024-02-19,Active,AGT-030
AUS-00137,78741,Southeast,Single Family,3,3,601,359000,345630,597.34,24,2024-04-28,Sold,AGT-038
AUS-00138,78705,UT Area,Single Family,3,2,565,392000,388658,693.81,36,2024-04-14,Sold,AGT-036
AUS-00139,78704,South Congress,Single Family,3,2,711,474000,,666.67,31,2024-01-14,Active,AGT-024
AUS-00140,78731,Northwest Hills,Townhouse,4,2,663,557000,552789,840.12,22,2024-06-14,Sold,AGT-019
AUS-00141,78745,South Austin,Townhouse,5,2,687,487000,500498,708.88,23,2024-03-12,Sold,AGT-012
AUS-00142,78745,South Austin,Condo,3,2,603,400000,394263,663.35,28,2024-10-27,Sold,AGT-031
AUS-00143,78705,UT Area,Single Family,3,1,736,407000,416722,552.99,38,2024-01-08,Sold,AGT-039
AUS-00144,78705,UT Area,Single Family,3,3,923,527000,521808,570.96,35,2024-07-15,Sold,AGT-008
AUS-00145,78759,Great Hills,Condo,2,2,671,458000,,682.56,6,2024-01-20,Active,AGT-005
AUS-00146,78701,Downtown,Single Family,3,3,984,634000,643732,644.31,19,2024-09-18,Sold,AGT-048
AUS-00147,78705,UT Area,Single Family,4,3,732,372000,,508.2,37,2024-01-04,Active,AGT-029
AUS-00148,78750,Northwest,Townhouse,4,1,774,431000,427294,556.85,18,2024-08-23,Sold,AGT-026
AUS-00149,78704,South Congress,Condo,2,4,858,474000,,552.45,27,2024-11-06,Active,AGT-036
AUS-00150,78702,East Austin,Single Family,3,2,848,574000,593597,676.89,12,2024-03-29,Sold,AGT-049
AUS-00151,78731,Northwest Hills,Single Family,3,2,873,577000,,660.94,14,2024-09-15,Active,AGT-001
AUS-00152,78703,Tarrytown,Townhouse,4,2,599,724000,727392,1208.68,12,2024-07-21,Sold,AGT-025
AUS-00153,78704,South Congress,Single Family,3,2,813,516000,511946,634.69,12,2024-12-12,Sold,AGT-016
AUS-00154,78741,Southeast,Single Family,4,4,624,307000,,491.99,41,2024-09-25,Active,AGT-020
AUS-00155,78704,South Congress,Single Family,3,2,707,462000,471898,653.47,31,2024-08-21,Sold,AGT-014
AUS-00156,78701,Downtown,Condo,3,2,928,669000,,720.91,4,2024-06-26,Active,AGT-016
AUS-00157,78745,South Austin,Single Family,2,3,606,463000,,764.03,21,2024-05-25,Active,AGT-032
AUS-00158,78705,UT Area,Townhouse,5,4,400,420000,403927,1050.0,33,2024-05-02,Sold,AGT-026
AUS-00159,78704,South Congress,Townhouse,2,4,716,453000,461999,632.68,20,2024-07-11,Sold,AGT-014
AUS-00160,78741,Southeast,Condo,3,2,633,321000,316469,507.11,41,2024-04-28,Sold,AGT-047
AUS-00161,78745,South Austin,Condo,3,2,811,374000,361010,461.16,26,2024-12-25,Sold,AGT-021
AUS-00162,78741,Southeast,Single Family,3,3,833,418000,,501.8,32,2024-05-04,Active,AGT-016
AUS-00163,78701,Downtown,Townhouse,3,2,1065,674000,,632.86,10,2024-12-23,Active,AGT-042
AUS-00164,78705,UT Area,Townhouse,5,3,763,392000,,513.76,27,2024-10-21,Active,AGT-047
AUS-00165,78741,Southeast,Single Family,2,4,860,841263.040029069,864947,978.21,29,2024-08-07,Sold,AGT-030
AUS-00166,78704,South Congress,Townhouse,3,2,818,475000,470169,580.68,32,2024-04-11,Sold,AGT-027
AUS-00167,78750,Northwest,Single Family,4,1,907,520000,513661,573.32,39,2024-03-17,Sold,AGT-003
AUS-00168,78741,Southeast,Single Family,2,1,622,315000,310268,506.43,49,2024-05-14,Sold,AGT-010
AUS-00169,78705,UT Area,Single Family,3,3,795,384000,380783,483.02,16,2024-12-04,Sold,AGT-004
AUS-00170,78731,Northwest Hills,Condo,3,3,659,524000,510726,795.14,20,2024-10-07,Sold,AGT-006
AUS-00171,78701,Downtown,Single Family,3,4,1007,690000,,685.2,34,2024-10-29,Active,AGT-007
AUS-00172,78705,UT Area,Single Family,5,3,664,328000,328050,493.98,33,2024-03-16,Sold,AGT-006
AUS-00173,78731,Northwest Hills,Single Family,3,1,821,540000,535128,657.73,11,2024-01-26,Sold,AGT-030
AUS-00174,78702,East Austin,Townhouse,3,2,838,554000,,661.1,13,2024-10-06,Active,AGT-001
AUS-00175,78705,UT Area,Condo,4,3,400,371000,,927.5,36,2024-01-14,Active,AGT-042
AUS-00176,78702,East Austin,Single Family,3,2,623,461000,,739.97,18,2024-12-31,Active,AGT-048
AUS-00177,78704,South Congress,Single Family,4,2,857,531000,,619.6,16,2024-06-02,Active,AGT-042
AUS-00178,78741,Southeast,Condo,3,2,907,276000,269257,304.3,25,2024-10-14,Sold,AGT-042
AUS-00179,78741,Southeast,Single Family,5,2,444,335000,,754.5,37,2024-08-01,Active,AGT-029
AUS-00180,78759,Great Hills,Single Family,5,3,668,442000,,661.68,34,2024-08-08,Active,AGT-004
AUS-00181,78750,Northwest,Single Family,5,2,719,610000,596971,848.4,24,2024-07-06,Sold,AGT-026
AUS-00182,78745,South Austin,Townhouse,3,2,541,541000,,1000.0,23,2024-10-01,Active,AGT-025
AUS-00183,78759,Great Hills,Condo,3,3,601,526000,517452,875.21,30,2024-07-26,Sold,AGT-042
AUS-00184,78759,Great Hills,Single Family,2,3,581,490000,507246,843.37,11,2024-10-10,Sold,AGT-049
AUS-00185,78703,Tarrytown,Single Family,4,4,896,888000,862787,991.07,26,2024-06-26,Sold,AGT-021
AUS-00186,78750,Northwest,Condo,3,2,790,616000,611609,779.75,19,2024-05-26,Sold,AGT-009
AUS-00187,78701,Downtown,Single Family,2,2,804,676000,681011,840.8,20,2024-04-03,Sold,AGT-036
AUS-00188,78703,Tarrytown,Single Family,2,2,1068,897000,,839.89,20,2024-08-26,Active,AGT-034
AUS-00189,78705,UT Area,Single Family,3,2,400,373000,370546,932.5,15,2024-02-22,Sold,AGT-010
AUS-00190,78750,Northwest,Single Family,3,3,730,497000,486427,680.82,13,2024-12-28,Sold,AGT-011
AUS-00191,78705,UT Area,Single Family,3,4,706,473000,,669.97,23,2024-02-23,Active,AGT-041
AUS-00192,78703,Tarrytown,Townhouse,3,3,976,785000,808297,804.3,17,2024-01-19,Sold,AGT-036
AUS-00193,78704,South Congress,Condo,3,1,458,501000,506475,1093.89,19,2024-09-04,Sold,AGT-036
AUS-00194,78705,UT Area,Single Family,3,4,665,329000,,494.74,48,2024-05-18,Active,AGT-037
AUS-00195,78745,South Austin,Single Family,3,3,714,397000,,556.02,18,2024-09-25,Active,AGT-035
AUS-00196,78705,UT Area,Condo,2,3,486,355000,360449,730.45,28,2024-05-07,Sold,AGT-004
AUS-00197,78701,Downtown,Single Family,2,1,1042,520000,540055,499.04,22,2024-08-15,Sold,AGT-039
AUS-00198,78741,Southeast,Single Family,3,3,939,320000,331458,340.79,33,2024-11-09,Sold,AGT-027
AUS-00199,78750,Northwest,Condo,4,3,743,511000,528710,687.75,12,2024-10-05,Sold,AGT-039
AUS-00200,78703,Tarrytown,Single Family,3,3,864,824000,855596,953.7,16,2024-02-18,Sold,AGT-037
AUS-00201,78741,Southeast,Townhouse,2,4,582,392000,402094,673.54,35,2024-11-06,Sold,AGT-038
AUS-00202,78745,South Austin,Single Family,4,3,628,363000,,578.03,18,2024-11-04,Active,AGT-013
AUS-00203,78750,Northwest,Single Family,5,1,738,480000,492854,650.41,25,2024-07-29,Sold,AGT-004
AUS-00204,78759,Great Hills,Condo,5,1,833,568000,555852,681.87,24,2024-12-22,Sold,AGT-005
AUS-00205,78759,Great Hills,Single Family,4,4,569,590000,583031,1036.91,17,2024-06-01,Sold,AGT-046
AUS-00206,78703,Tarrytown,Condo,4,4,1029,846000,,822.16,6,2024-12-05,Active,AGT-049
AUS-00207,78701,Downtown,Single Family,3,1,864,524000,516978,606.48,28,2024-04-22,Sold,AGT-008
AUS-00208,78750,Northwest,Condo,2,2,570,491000,478589,861.4,27,2024-01-03,Sold,AGT-005
AUS-00209,78702,East Austin,Single Family,2,1,1014,500000,496124,493.1,33,2024-01-04,Sold,AGT-024
AUS-00210,78741,Southeast,Single Family,3,4,627,432000,,689.0,50,2024-12-09,Active,AGT-013
AUS-00211,78750,Northwest,Single Family,3,3,834,556000,547003,666.67,22,2024-04-23,Sold,AGT-005
AUS-00212,78705,UT Area,Single Family,4,1,636,322000,331510,506.29,28,2024-04-30,Sold,AGT-030
AUS-00213,78759,Great Hills,Condo,3,3,704,448000,,636.36,23,2024-08-19,Active,AGT-049
AUS-00214,78741,Southeast,Condo,4,3,611,457000,439444,747.95,32,2024-08-14,Sold,AGT-050
AUS-00215,78741,Southeast,Single Family,3,3,747,395000,403023,528.78,31,2024-12-13,Sold,AGT-046
AUS-00216,78745,South Austin,Single Family,4,2,897,422000,407453,470.46,20,2024-02-13,Sold,AGT-050
AUS-00217,78731,Northwest Hills,Single Family,4,2,660,587000,574927,889.39,15,2024-05-07,Sold,AGT-028
AUS-00218,78750,Northwest,Single Family,4,1,618,492000,,796.12,23,2024-11-21,Active,AGT-005
AUS-00219,78703,Tarrytown,Single Family,4,1,855,746000,746396,872.51,27,2024-09-20,Sold,AGT-020
AUS-00220,78745,South Austin,Condo,3,3,729,516000,,707.82,37,2024-09-22,Active,AGT-042
AUS-00221,78750,Northwest,Single Family,4,2,665,583000,,876.69,24,2024-03-05,Active,AGT-047
AUS-00222,78741,Southeast,Single Family,5,1,527,408000,409316,774.19,30,2024-10-05,Sold,AGT-039
AUS-00223,78745,South Austin,Single Family,2,1,720,426000,440845,591.67,25,2024-07-26,Sold,AGT-020
AUS-00224,78704,South Congress,Single Family,2,4,400,482000,,1205.0,28,2024-09-13,Active,AGT-046
AUS-00225,78759,Great Hills,Condo,3,3,745,657000,,881.88,16,2024-10-21,Active,AGT-033
AUS-00226,78741,Southeast,Single Family,4,1,619,331000,,534.73,44,2024-09-02,Active,AGT-013
AUS-00227,78750,Northwest,Single Family,4,2,723,506000,,699.86,35,2024-06-02,Active,AGT-003
AUS-00228,78759,Great Hills,Townhouse,3,2,867,480000,,553.63,19,2024-04-20,Active,AGT-022
AUS-00229,78745,South Austin,Single Family,3,1,620,452000,,729.03,22,2024-08-16,Active,AGT-032
AUS-00230,78745,South Austin,Condo,3,2,841,385000,,457.79,33,2024-10-28,Active,AGT-023
AUS-00231,78701,Downtown,Single Family,3,1,892,542000,539957,607.62,11,2024-01-10,Sold,AGT-008
AUS-00232,78704,South Congress,Single Family,3,2,771,484000,,627.76,27,2024-05-22,Active,AGT-024
AUS-00233,78703,Tarrytown,Townhouse,5,2,776,816000,847918,1051.55,9,2024-03-05,Sold,AGT-012
AUS-00234,78741,Southeast,Condo,4,2,400,255000,,637.5,34,2024-12-06,Active,AGT-020
AUS-00235,78745,South Austin,Single Family,4,3,441,369000,,836.73,23,2024-08-12,Active,AGT-050
AUS-00236,78745,South Austin,Single Family,4,1,539,431000,446976,799.63,33,2024-11-18,Sold,AGT-028
AUS-00237,78703,Tarrytown,Condo,3,4,831,763000,,918.17,13,2024-10-06,Active,AGT-006
AUS-00238,78703,Tarrytown,Single Family,5,2,1221,800000,,655.2,10,2024-10-16,Active,AGT-010
AUS-00239,78759,Great Hills,Multi-Family,4,3,562,571000,570734,1016.01,11,2024-01-10,Sold,AGT-030
AUS-00240,78750,Northwest,Single Family,4,2,741,507000,,684.21,21,2024-08-14,Active,AGT-038
AUS-00241,78704,South Congress,Single Family,3,1,473,443000,429510,936.58,32,2024-06-24,Sold,AGT-039
AUS-00242,78745,South Austin,Single Family,3,2,605,378000,378362,624.79,24,2024-11-21,Sold,AGT-010
AUS-00243,78703,Tarrytown,Single Family,4,3,726,802000,,1104.68,7,2024-03-21,Active,AGT-029
AUS-00244,78705,UT Area,Single Family,4,2,689,397000,,576.2,30,2024-03-15,Active,AGT-029
AUS-00245,78731,Northwest Hills,Condo,4,1,1084,579000,,534.13,21,2024-04-11,Active,AGT-046
AUS-00246,78705,UT Area,Single Family,4,3,716,385000,378023,537.71,24,2024-09-16,Sold,AGT-033
AUS-00247,78731,Northwest Hills,Single Family,3,3,917,425000,427092,463.47,27,2024-03-28,Sold,AGT-038
AUS-00248,78745,South Austin,Single Family,4,1,620,386000,390570,622.58,32,2024-11-25,Sold,AGT-037
AUS-00249,78731,Northwest Hills,Single Family,4,3,760,585000,569666,769.74,19,2024-07-29,Sold,AGT-034
AUS-00250,78750,Northwest,Townhouse,4,3,673,567000,,842.5,24,2024-08-12,Active,AGT-034
AUS-00251,78731,Northwest Hills,Single Family,3,2,675,703000,719871,1041.48,16,2024-12-29,Sold,AGT-046
