hospital_id,hospital_name,city,state,health_system,ownership_type,beds,condition,payment_year,readmission_rate_pct,national_avg_rate_pct,excess_readmission_ratio,penalty_pct,estimated_penalty_dollars
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,Heart Failure,2023,21.76,21.5,1.0121,0.06,706
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,Pneumonia,2021,17.72,16.4,1.0805,0.403,4739
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,Pneumonia,2022,14.96,16.2,0.9235,0.0,0
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,Pneumonia,2023,15.86,16.0,0.9912,0.0,0
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,COPD,2021,19.21,20.0,0.9605,0.0,0
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,COPD,2022,19.15,19.8,0.9672,0.0,0
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,COPD,2023,19.74,19.5,1.0123,0.061,717
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,Hip/Knee Replacement,2021,4.14,4.8,0.8625,0.0,0
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,Hip/Knee Replacement,2022,3.64,4.6,0.7913,0.0,0
TX007,Methodist Hospital San Antonio,San Antonio,TX,Methodist Health,Non-Profit,420,Hip/Knee Replacement,2023,3.89,4.5,0.8644,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,AMI,2021,16.41,14.9,1.1013,0.506,4392
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,AMI,2022,14.6,14.7,0.9932,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,AMI,2023,13.95,14.5,0.9621,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Heart Failure,2021,22.54,22.1,1.0199,0.1,868
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Heart Failure,2022,20.68,21.8,0.9486,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Heart Failure,2023,21.5,21.5,1.0,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Pneumonia,2021,17.07,16.4,1.0409,0.204,1771
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Pneumonia,2022,16.2,16.2,1.0,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Pneumonia,2023,15.67,16.0,0.9794,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,COPD,2021,18.09,20.0,0.9045,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,COPD,2022,20.58,19.8,1.0394,0.197,1710
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,COPD,2023,19.46,19.5,0.9979,0.0,0
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Hip/Knee Replacement,2021,5.75,4.8,1.1979,0.989,8585
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Hip/Knee Replacement,2022,5.96,4.6,1.2957,1.479,12838
TX008,Dell Seton Medical Center,Austin,TX,Ascension,Non-Profit,310,Hip/Knee Replacement,2023,3.6,4.5,0.8,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,AMI,2021,15.13,14.9,1.0154,0.077,776
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,AMI,2022,13.74,14.7,0.9347,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,AMI,2023,15.06,14.5,1.0386,0.193,1945
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Heart Failure,2021,21.84,22.1,0.9882,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Heart Failure,2022,22.4,21.8,1.0275,0.138,1391
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Heart Failure,2023,20.94,21.5,0.974,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Pneumonia,2021,15.8,16.4,0.9634,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Pneumonia,2022,15.28,16.2,0.9432,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Pneumonia,2023,15.76,16.0,0.985,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,COPD,2021,21.18,20.0,1.059,0.295,2974
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,COPD,2022,17.93,19.8,0.9056,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,COPD,2023,18.06,19.5,0.9262,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Hip/Knee Replacement,2021,4.37,4.8,0.9104,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Hip/Knee Replacement,2022,3.85,4.6,0.837,0.0,0
TX009,Texas Health Harris Methodist,Fort Worth,TX,Texas Health,Non-Profit,360,Hip/Knee Replacement,2023,3.28,4.5,0.7289,0.0,0
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,AMI,2021,16.05,14.9,1.0772,0.386,3026
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,AMI,2022,14.03,14.7,0.9544,0.0,0
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,AMI,2023,15.48,14.5,1.0676,0.338,2650
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Heart Failure,2021,21.39,22.1,0.9679,0.0,0
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Heart Failure,2022,19.86,21.8,0.911,0.0,0
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Heart Failure,2023,21.91,21.5,1.0191,0.095,745
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Pneumonia,2021,17.51,16.4,1.0677,0.339,2658
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Pneumonia,2022,16.74,16.2,1.0333,0.167,1309
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Pneumonia,2023,17.01,16.0,1.0631,0.315,2470
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,COPD,2021,19.27,20.0,0.9635,0.0,0
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,COPD,2022,18.7,19.8,0.9444,0.0,0
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,COPD,2023,19.89,19.5,1.02,0.1,784
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Hip/Knee Replacement,2021,4.37,4.8,0.9104,0.0,0
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Hip/Knee Replacement,2022,5.07,4.6,1.1022,0.511,4006
TX010,Christus Mother Frances,Tyler,TX,Christus Health,Non-Profit,280,Hip/Knee Replacement,2023,3.93,4.5,0.8733,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,AMI,2021,14.58,14.9,0.9785,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,AMI,2022,14.93,14.7,1.0156,0.078,437
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,AMI,2023,14.46,14.5,0.9972,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Heart Failure,2021,22.09,22.1,0.9995,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Heart Failure,2022,21.36,21.8,0.9798,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Heart Failure,2023,22.61,21.5,1.0516,0.258,1445
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Pneumonia,2021,16.39,16.4,0.9994,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Pneumonia,2022,15.72,16.2,0.9704,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Pneumonia,2023,16.19,16.0,1.0119,0.06,336
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,COPD,2021,19.15,20.0,0.9575,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,COPD,2022,20.17,19.8,1.0187,0.093,521
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,COPD,2023,20.78,19.5,1.0656,0.328,1837
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Hip/Knee Replacement,2021,4.74,4.8,0.9875,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Hip/Knee Replacement,2022,3.7,4.6,0.8043,0.0,0
TX011,United Regional Wichita Falls,Wichita Falls,TX,Independent,Non-Profit,200,Hip/Knee Replacement,2023,3.41,4.5,0.7578,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,AMI,2021,14.68,14.9,0.9852,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,AMI,2022,13.78,14.7,0.9374,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,AMI,2023,13.5,14.5,0.931,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Heart Failure,2021,22.16,22.1,1.0027,0.013,157
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Heart Failure,2022,21.27,21.8,0.9757,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Heart Failure,2023,21.87,21.5,1.0172,0.086,1035
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Pneumonia,2021,16.45,16.4,1.003,0.015,181
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Pneumonia,2022,15.83,16.2,0.9772,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Pneumonia,2023,16.99,16.0,1.0619,0.31,3732
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,COPD,2021,20.81,20.0,1.0405,0.202,2432
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,COPD,2022,19.6,19.8,0.9899,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,COPD,2023,18.8,19.5,0.9641,0.0,0
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Hip/Knee Replacement,2021,5.55,4.8,1.1562,0.781,9403
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Hip/Knee Replacement,2022,5.61,4.6,1.2196,1.098,13220
TX012,Covenant Medical Center,Lubbock,TX,Providence,Non-Profit,430,Hip/Knee Replacement,2023,4.16,4.5,0.9244,0.0,0
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,AMI,2021,14.82,14.9,0.9946,0.0,0
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,AMI,2022,16.29,14.7,1.1082,0.541,2651
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,AMI,2023,16.22,14.5,1.1186,0.593,2906
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Heart Failure,2021,22.33,22.1,1.0104,0.052,255
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Heart Failure,2022,21.7,21.8,0.9954,0.0,0
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Heart Failure,2023,22.09,21.5,1.0274,0.137,671
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Pneumonia,2021,16.29,16.4,0.9933,0.0,0
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Pneumonia,2022,16.6,16.2,1.0247,0.123,603
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Pneumonia,2023,16.89,16.0,1.0556,0.278,1362
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,COPD,2021,20.94,20.0,1.047,0.235,1152
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,COPD,2022,20.83,19.8,1.052,0.26,1274
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,COPD,2023,18.79,19.5,0.9636,0.0,0
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Hip/Knee Replacement,2021,3.37,4.8,0.7021,0.0,0
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Hip/Knee Replacement,2022,5.88,4.6,1.2783,1.391,6816
TX013,Odessa Regional Medical Center,Odessa,TX,Steward Health,For-Profit,175,Hip/Knee Replacement,2023,5.06,4.5,1.1244,0.622,3048
TX014,Valley Baptist Medical Center,Harlingen,TX,HCA Healthcare,For-Profit,270,AMI,2021,15.75,14.9,1.057,0.285,2155
TX014,Valley Baptist Medical Center,Harlingen,TX,HCA Healthcare,For-Profit,270,AMI,2022,14.85,14.7,1.0102,0.051,386
TX014,Valley Baptist Medical Center,Harlingen,TX,HCA Healthcare,For-Profit,270,AMI,2023,15.83,14.5,1.0917,0.458,3462
TX014,Valley Baptist Medical Center,Harlingen,TX,HCA Healthcare,For-Profit,270,Heart Failure,2021,23.0,22.1,1.0407,0.203,1535
