Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spnd_Per_Dsg_Unt_Wghtd_2023,Avg_Spnd_Per_Clm_2023,Avg_Spnd_Per_Bene_2023,Outlier_Flag_2023,Chg_Avg_Spnd_Per_Dsg_Unt_22_23,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23
Trelegy Ellipta,Fluticasone/Umeclidin/Vilanter,1,Glaxosmithkline,821431680.7,88811595.0,1190855,294468,9.249149064,689.7831228,2789.544809,0,1487802308.0,152997274.4,1987542,419392,9.724371217,748.5639587,3547.521907,0,2393151303.0,231390737.0,2964362,645157,10.34245145,807.3073743,3709.409187,0,3340110326.0,310027472.6,3926585,834046,10.77361371,850.6400158,4004.707566,0,4455884010.0,398579166.0,5009961,1050583,11.17946638,889.4049295,4241.344101,0,0.037670988,0.048527497
Trelegy Ellipta,Fluticasone/Umeclidin/Vilanter,1,Overall,821431680.7,88811595.0,1190855,294468,9.249149064,689.7831228,2789.544809,0,1487802308.0,152997274.4,1987542,419392,9.724371217,748.5639587,3547.521907,0,2393151303.0,231390737.0,2964362,645157,10.34245145,807.3073743,3709.409187,0,3340110326.0,310027472.6,3926585,834046,10.77361371,850.6400158,4004.707566,0,4455884010.0,398579166.0,5009961,1050583,11.17946638,889.4049295,4241.344101,0,0.037670988,0.048527497
Humira(Cf) Pen,Adalimumab,1,Overall,1205499315.0,457270.2,183509,32174,2636.295378,6569.156362,37468.12068,0,2169430424.0,766006.2,299290,42406,2832.131677,7248.589743,51158.57247,0,2907332478.0,940477.58,374868,51229,3093.277775,7755.616586,56751.69295,0,3694000603.0,1091537.089,438263,57418,3391.74089,8428.730243,64335.23638,0,4419828188.0,1182524.4,478808,61474,3750.063537,9230.898791,71897.52071,0,0.105645643,0.092096812
Humira(Cf) Pen,Adalimumab,1,Abbvie US LLC,1205499315.0,457270.2,183509,32174,2636.295378,6569.156362,37468.12068,0,2169430424.0,766006.2,299290,42406,2832.131677,7248.589743,51158.57247,0,2907332478.0,940477.58,374868,51229,3093.277775,7755.616586,56751.69295,0,3694000603.0,1091537.089,438263,57418,3391.74089,8428.730243,64335.23638,0,4419828188.0,1182524.4,478808,61474,3750.063537,9230.898791,71897.52071,0,0.105645643,0.092096812
Farxiga,Dapagliflozin Propanediol,1,Overall,508113445.7,31019547.5,642707,140280,16.38121119,790.5833385,3622.13748,0,736787563.5,42924123.5,858348,193920,17.16498493,858.3786105,3799.440819,0,1421505274.0,78165576.5,1540905,385693,18.18558817,922.5132467,3685.587435,0,2584621150.0,136459450.0,2665029,638800,18.94036763,969.8285271,4046.056903,0,4342182307.0,222129205.0,4298827,993909,19.54787169,1010.085381,4368.792623,0,0.032074566,0.045173447
Farxiga,Dapagliflozin Propanediol,1,Astrazeneca,508113445.7,31019547.5,642707,140280,16.38121119,790.5833385,3622.13748,0,736787563.5,42924123.5,858348,193920,17.16498493,858.3786105,3799.440819,0,1421505274.0,78165576.5,1540905,385693,18.18558817,922.5132467,3685.587435,0,2584621150.0,136459450.0,2665029,638800,18.94036763,969.8285271,4046.056903,0,4342182307.0,222129205.0,4298827,993909,19.54787169,1010.085381,4368.792623,0,0.032074566,0.045173447
Januvia,Sitagliptin Phosphate,1,Overall,3535674312.0,235539030.0,4757046,938040,15.01329136,743.2499733,3769.214865,0,3865087773.0,244565868.2,4664181,934686,15.80591024,828.6744817,4135.172424,0,4059534112.0,240802578.0,4507803,934542,16.85964928,900.5571255,4343.875516,0,4097997365.0,228444351.7,4242641,884825,17.93945219,965.9071708,4631.421315,0,4090836821.0,216685586.1,4029094,843391,18.88030265,1015.324244,4850.462977,0,0.052445886,0.058969031
Januvia,Sitagliptin Phosphate,1,Merck Sharp & D,3535674312.0,235539030.0,4757046,938040,15.01329136,743.2499733,3769.214865,0,3865087773.0,244565868.2,4664181,934686,15.80591024,828.6744817,4135.172424,0,4059534112.0,240802578.0,4507803,934542,16.85964928,900.5571255,4343.875516,0,4097997365.0,228444351.7,4242641,884825,17.93945219,965.9071708,4631.421315,0,4090836821.0,216685586.1,4029094,843391,18.88030265,1015.324244,4850.462977,0,0.052445886,0.058969031
Revlimid,Lenalidomide,1,Overall,4673095052.0,6267746.0,307890,42209,745.588496,15177.80718,110713.2377,0,5356050275.0,6742991.0,329864,43747,794.3280265,16237.14705,122432.4016,0,5893547689.0,7014892.0,344297,45601,840.1744443,17117.62719,129241.6326,0,5935051092.0,6720907.0,329329,45557,883.0961774,18021.64733,130277.4786,0,3859804789.0,4395154.0,216207,36967,878.2121963,17852.3581,104412.1727,0,-0.00553052,0.041777723
Revlimid,Lenalidomide,1,Celgene/BMS,4673095052.0,6267746.0,307890,42209,745.588496,15177.80718,110713.2377,0,5356050275.0,6742991.0,329864,43747,794.3280265,16237.14705,122432.4016,0,5893547689.0,7014892.0,344297,45601,840.1744443,17117.62719,129241.6326,0,5935051092.0,6720907.0,329329,45557,883.0961774,18021.64733,130277.4786,0,3859804789.0,4395154.0,216207,36967,878.2121963,17852.3581,104412.1727,0,-0.00553052,0.041777723
Entresto,Sacubitril/Valsartan,1,Novartis,811917682.9,95177313.9,1142542,222472,8.530946912,710.6239271,3649.527504,0,1203043540.0,131374294.0,1502171,283074,9.157688964,800.869901,4249.925956,0,1722714576.0,172910431.9,1937626,394848,9.962998032,889.0851876,4362.981643,0,2489531559.0,228693191.9,2527550,520839,10.88583791,984.9583822,4779.848588,0,3430441590.0,294653475.5,3200200,663587,11.64191355,1071.946,5169.54309,0,0.069454978,0.080828487
Entresto,Sacubitril/Valsartan,1,Overall,811917682.9,95177313.9,1142542,222472,8.530946912,710.6239271,3649.527504,0,1203043540.0,131374294.0,1502171,283074,9.157688964,800.869901,4249.925956,0,1722714576.0,172910431.9,1937626,394848,9.962998032,889.0851876,4362.981643,0,2489531559.0,228693191.9,2527550,520839,10.88583791,984.9583822,4779.848588,0,3430441590.0,294653475.5,3200200,663587,11.64191355,1071.946,5169.54309,0,0.069454978,0.080828487
Lantus Solostar,"Insulin Glargine,Hum.Rec.Anlog",1,Overall,2495607646.0,88116548.27,4421942,965444,28.32166823,564.3691495,2584.932576,0,2663360232.0,93775131.85,4583923,1002500,28.40156211,581.0220267,2656.718436,0,2831447261.0,98293698.36,4633350,1054611,28.80598969,611.1015273,2684.826217,0,2873658630.0,98504211.48,4590568,1072434,29.17295196,625.9919534,2679.566882,0,3157233282.0,104272932.8,4936965,1198294,30.2785507,639.5089456,2634.773505,0,0.037898075,0.016843374
Lantus Solostar,"Insulin Glargine,Hum.Rec.Anlog",1,Sanofi-Aventis,2495607646.0,88116548.27,4421942,965444,28.32166823,564.3691495,2584.932576,0,2663360232.0,93775131.85,4583923,1002500,28.40156211,581.0220267,2656.718436,0,2831447261.0,98293698.36,4633350,1054611,28.80598969,611.1015273,2684.826217,0,2873658630.0,98504211.48,4590568,1072434,29.17295196,625.9919534,2679.566882,0,3157233282.0,104272932.8,4936965,1198294,30.2785507,639.5089456,2634.773505,0,0.037898075,0.016843374
Biktarvy,Bictegrav/Emtricit/Tenofov Ala,1,Overall,1119532432.0,10716498.0,341048,44450,104.4681231,3282.624241,25186.33143,0,1775846507.0,15976181.0,500405,55805,111.1558831,3548.818472,31822.35476,0,2198270149.0,18538093.0,594197,66319,118.5812449,3699.564536,33146.91338,0,2703581195.0,21430367.0,686161,75791,126.1566028,3940.155728,35671.53349,0,3152256269.0,23678920.5,756486,83843,133.1251743,4166.972381,37597.13117,0,0.05523747,0.062475928
Biktarvy,Bictegrav/Emtricit/Tenofov Ala,1,Gilead Sciences,1119532432.0,10716498.0,341048,44450,104.4681231,3282.624241,25186.33143,0,1775846507.0,15976181.0,500405,55805,111.1558831,3548.818472,31822.35476,0,2198270149.0,18538093.0,594197,66319,118.5812449,3699.564536,33146.91338,0,2703581195.0,21430367.0,686161,75791,126.1566028,3940.155728,35671.53349,0,3152256269.0,23678920.5,756486,83843,133.1251743,4166.972381,37597.13117,0,0.05523747,0.062475928
Stelara*,Ustekinumab,1,Overall,796002364.2,62138.0,41716,10914,21990.7601,19081.46429,72934.06306,0,1106356248.0,85971.0,53677,12914,23029.76717,20611.36517,85671.07391,0,1567482458.0,117608.5,70502,16156,24235.22209,22233.16301,97021.69215,0,2339082716.0,180995.0,96974,19969,25729.26382,24120.72015,117135.6961,0,2987778600.0,238312.01,117068,22930,26818.03163,25521.73608,130299.9826,0,0.042316322,0.050864363
Stelara*,Ustekinumab,1,Janssen Biotech*,796002364.2,62138.0,41716,10914,21990.7601,19081.46429,72934.06306,0,1106356248.0,85971.0,53677,12914,23029.76717,20611.36517,85671.07391,0,1567482458.0,117608.5,70502,16156,24235.22209,22233.16301,97021.69215,0,2339082716.0,180995.0,96974,19969,25729.26382,24120.72015,117135.6961,0,2987778600.0,238312.01,117068,22930,26818.03163,25521.73608,130299.9826,0,0.042316322,0.050864363
Xtandi,Enzalutamide,1,Astellas Pharma,1420960113.0,14527556.0,125338,21644,97.81136709,11337.02559,65651.45596,0,1968567948.0,19396808.0,167667,26490,101.4892733,11740.93858,74313.62582,0,2411262130.0,22076171.0,198288,30007,112.2755169,12160.40371,80356.65444,0,2436795703.0,19800258.0,189085,27803,131.3041588,12887.30308,87645.06358,0,2601510278.0,19311687.0,191657,28658,146.1309137,13573.7817,90777.803,0,0.112919157,0.105574957
Xtandi,Enzalutamide,1,Overall,1420960113.0,14527556.0,125338,21644,97.81136709,11337.02559,65651.45596,0,1968567948.0,19396808.0,167667,26490,101.4892733,11740.93858,74313.62582,0,2411262130.0,22076171.0,198288,30007,112.2755169,12160.40371,80356.65444,0,2436795703.0,19800258.0,189085,27803,131.3041588,12887.30308,87645.06358,0,2601510278.0,19311687.0,191657,28658,146.1309137,13573.7817,90777.803,0,0.112919157,0.105574957
Myrbetriq,Mirabegron,1,Astellas Pharma,1444965897.0,111739510.4,2773288,564826,12.93338538,521.0298739,2558.249615,0,1749232347.0,128335461.5,3072674,600136,13.63221045,569.2866693,2914.726574,0,1989099248.0,139625235.9,3233926,665158,14.24801252,615.0725923,2990.416184,0,2252501068.0,152350955.9,3458632,716234,14.79151352,651.2693655,3144.923402,0,2510288600.0,162854788.1,3651587,769978,15.42780872,687.4514012,3260.208214,0,0.043017586,0.045076319
Myrbetriq,Mirabegron,1,Overall,1444965897.0,111739510.4,2773288,564826,12.93338538,521.0298739,2558.249615,0,1749232347.0,128335461.5,3072674,600136,13.63221045,569.2866693,2914.726574,0,1989099248.0,139625235.9,3233926,665158,14.24801252,615.0725923,2990.416184,0,2252501068.0,152350955.9,3458632,716234,14.79151352,651.2693655,3144.923402,0,2510288600.0,162854788.1,3651587,769978,15.42780872,687.4514012,3260.208214,0,0.043017586,0.045076319
Imbruvica,Ibrutinib,1,Overall,2439968991.0,7977266.0,206107,25473,363.4199931,11838.36061,95786.47945,0,2962909304.0,8891905.0,232858,26847,392.6581545,12724.10355,110362.7707,0,3150225810.0,8599901.0,230990,26044,426.8797886,13637.93155,120957.8333,0,2853910970.0,7182052.0,195679,22202,460.0289606,14584.65635,128542.9678,0,2371893292.0,5656766.0,152032,17100,486.6250737,15601.27665,138707.21,0,0.057813997,0.075712999
Imbruvica,Ibrutinib,1,"Pharmacyclics,",2439968991.0,7977266.0,206107,25473,363.4199931,11838.36061,95786.47945,0,2962909304.0,8891905.0,232858,26847,392.6581545,12724.10355,110362.7707,0,3150225810.0,8599901.0,230990,26044,426.8797886,13637.93155,120957.8333,0,2853910970.0,7182052.0,195679,22202,460.0289606,14584.65635,128542.9678,0,2371893292.0,5656766.0,152032,17100,486.6250737,15601.27665,138707.21,0,0.057813997,0.075712999
Mounjaro,Tirzepatide,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,144035152.3,280012.5,121095,54202,514.4236735,1189.439302,2657.377077,0,2361384157.0,4374599.5,1821486,370203,539.8174874,1296.405329,6378.619722,0,0.049363618,0.049363618
Mounjaro,Tirzepatide,1,Eli Lilly & Co.,,,,,,,,,,,,,,,,,,,,,,,,,144035152.3,280012.5,121095,54202,514.4236735,1189.439302,2657.377077,0,2361384157.0,4374599.5,1821486,370203,539.8174874,1296.405329,6378.619722,0,0.049363618,0.049363618
Enbrel Sureclick,Etanercept,1,Overall,1291371956.0,974618.063,210624,29633,1325.003102,6131.171928,43578.84643,0,1371059068.0,984310.18,210704,28484,1392.913632,6507.038631,48134.35851,0,1534906452.0,1015267.64,227621,30601,1511.824461,6743.255025,50158.7024,0,1783294736.0,1079388.36,245689,32342,1652.134488,7258.341788,55138.66599,0,2054858499.0,1133801.14,263299,34287,1812.36235,7804.277642,59931.12546,0,0.096982336,0.081451467
Enbrel Sureclick,Etanercept,1,Amgen,1291371956.0,974618.063,210624,29633,1325.003102,6131.171928,43578.84643,0,1371059068.0,984310.18,210704,28484,1392.913632,6507.038631,48134.35851,0,1534906452.0,1015267.64,227621,30601,1511.824461,6743.255025,50158.7024,0,1783294736.0,1079388.36,245689,32342,1652.134488,7258.341788,55138.66599,0,2054858499.0,1133801.14,263299,34287,1812.36235,7804.277642,59931.12546,0,0.096982336,0.081451467
Ibrance,Palbociclib,1,Pfizer US Pharm,1826116446.0,3127039.0,150204,21126,583.9727283,12157.57534,86439.29024,0,2108937188.0,3439211.0,165133,21394,613.2028964,12771.14319,98576.1049,0,1891416132.0,2926285.5,140478,18781,646.3542019,13464.14479,100709.0215,0,1948323854.0,2807585.0,134834,17497,693.942693,14449.79644,111351.8805,0,2020903604.0,2683726.0,128974,16015,753.0159391,15669.07752,126188.1739,0,0.085126981,0.06562132
Ibrance,Palbociclib,1,Overall,1826116446.0,3127039.0,150204,21126,583.9727283,12157.57534,86439.29024,0,2108937188.0,3439211.0,165133,21394,613.2028964,12771.14319,98576.1049,0,1891416132.0,2926285.5,140478,18781,646.3542019,13464.14479,100709.0215,0,1948323854.0,2807585.0,134834,17497,693.942693,14449.79644,111351.8805,0,2020903604.0,2683726.0,128974,16015,753.0159391,15669.07752,126188.1739,0,0.085126981,0.06562132
Symbicort,Budesonide/Formoterol Fumarate,1,Astrazeneca,2015902102.0,59849377.35,4409932,1103328,33.66581036,457.1277068,1827.110435,0,1979983682.0,56252306.25,3999802,1017530,35.17807125,495.0204239,1945.872536,0,1952249973.0,53061785.06,3735932,955459,36.76527802,522.5603606,2043.258762,0,1964824955.0,52012906.22,3729724,968708,37.73523653,526.8017031,2028.294342,0,2004295918.0,51355547.04,3728966,984400,38.98229787,537.4937497,2036.058429,0,0.033047662,0.037336336
Symbicort,Budesonide/Formoterol Fumarate,1,Overall,2015902102.0,59849377.35,4409932,1103328,33.66581036,457.1277068,1827.110435,0,1979983682.0,56252306.25,3999802,1017530,35.17807125,495.0204239,1945.872536,0,1952249973.0,53061785.06,3735932,955459,36.76527802,522.5603606,2043.258762,0,1964824955.0,52012906.22,3729724,968708,37.73523653,526.8017031,2028.294342,0,2004295918.0,51355547.04,3728966,984400,38.98229787,537.4937497,2036.058429,0,0.033047662,0.037336336
Jakafi,Ruxolitinib Phosphate,1,Overall,1124858035.0,4930664.0,85335,10522,228.1393455,13181.67264,106905.3445,0,1296674522.0,5462520.0,95023,11361,237.3902625,13645.90175,114133.837,0,1491163521.0,5795544.0,102750,12664,257.3017151,14512.54035,117748.225,0,1756404369.0,6271087.0,111112,13486,280.084445,15807.51286,130239.0901,0,1940765069.0,6515344.0,116245,14041,297.884419,16695.47136,138221.2854,0,0.063552169,0.068961095
Jakafi,Ruxolitinib Phosphate,1,Incyte Corporat,1124858035.0,4930664.0,85335,10522,228.1393455,13181.67264,106905.3445,0,1296674522.0,5462520.0,95023,11361,237.3902625,13645.90175,114133.837,0,1491163521.0,5795544.0,102750,12664,257.3017151,14512.54035,117748.225,0,1756404369.0,6271087.0,111112,13486,280.084445,15807.51286,130239.0901,0,1940765069.0,6515344.0,116245,14041,297.884419,16695.47136,138221.2854,0,0.063552169,0.068961095
Novolog Flexpen,Insulin Aspart,2,Overall,1843976249.0,49160590.16,2453993,602071,37.50923744,751.4187079,3062.722252,0,1844084368.0,48574801.72,2265569,585300,37.96380639,813.9608053,3150.665245,0,1817675039.0,47457676.0,2114717,566994,38.29172301,859.5358334,3205.810007,0,1839750389.0,47683304.87,2088291,567315,38.56070095,880.9837271,3242.908064,0,1875605627.0,48302818.2,2118734,588526,38.82312027,885.2482788,3186.954573,0,0.006805357,0.008644328
Novolog Flexpen,Insulin Aspart,1,Novo Nordisk,1843976249.0,49160590.16,2453993,602071,37.50923744,751.4187079,3062.722252,0,1844084368.0,48574801.72,2265569,585300,37.96380639,813.9608053,3150.665245,0,1816712462.0,47289980.0,2106646,564394,38.4164354,862.3719702,3218.872741,0,1836801352.0,47171427.87,2064489,560073,38.93885418,889.712346,3279.574898,0,1871873174.0,47652940.2,2089784,579795,39.28137837,895.7256703,3228.508653,0,0.008796463,0.011607687
Ofev,Nintedanib Esylate,1,Boehringer Ing.,789546950.8,4601670.942,77655,11970,171.5786521,10167.36786,65960.48044,0,1157563828.0,6296132.874,105327,15902,183.8536974,10990.19081,72793.60004,0,1495198249.0,7614433.0,129070,19476,196.364047,11584.398,76771.32108,0,1762963783.0,8498056.0,143756,20686,207.4550574,12263.58401,85224.97259,0,1837061150.0,8318453.0,140681,20444,220.8417444,13058.34583,89858.20535,0,0.064528131,0.065134567
Ofev,Nintedanib Esylate,1,Overall,789546950.8,4601670.942,77655,11970,171.5786521,10167.36786,65960.48044,0,1157563828.0,6296132.874,105327,15902,183.8536974,10990.19081,72793.60004,0,1495198249.0,7614433.0,129070,19476,196.364047,11584.398,76771.32108,0,1762963783.0,8498056.0,143756,20686,207.4550574,12263.58401,85224.97259,0,1837061150.0,8318453.0,140681,20444,220.8417444,13058.34583,89858.20535,0,0.064528131,0.065134567
Linzess,Linaclotide,1,Overall,983904809.2,68273625.6,1712232,412659,14.41177722,574.6328822,2384.304739,0,1144468128.0,75471591.77,1820879,428018,15.16502101,628.5250848,2673.8785,0,1374354961.0,85030030.29,2005937,481655,16.16346053,685.1436314,2853.401212,0,1581669987.0,92251739.12,2113198,510755,17.14544017,748.4722148,3096.729327,0,1825245843.0,100595813.5,2263018,565088,18.14468977,806.5538335,3230.020534,0,0.058280778,0.059273242
Linzess,Linaclotide,1,Allergan Inc.,983904809.2,68273625.6,1712232,412659,14.41177722,574.6328822,2384.304739,0,1144468128.0,75471591.77,1820879,428018,15.16502101,628.5250848,2673.8785,0,1374354961.0,85030030.29,2005937,481655,16.16346053,685.1436314,2853.401212,0,1581669987.0,92251739.12,2113198,510755,17.14544017,748.4722148,3096.729327,0,1825245843.0,100595813.5,2263018,565088,18.14468977,806.5538335,3230.020534,0,0.058280778,0.059273242
Invega Sustenna,Paliperidone Palmitate,1,Janssen Pharm.,1249854888.0,681051.015,547532,66152,1835.072483,2282.70656,18893.68255,0,1372610289.0,711009.991,566718,65779,1930.374179,2422.034043,20866.99841,0,1502429444.0,735340.984,583249,67265,2043.094797,2575.965743,22335.97627,0,1643708962.0,753914.163,596038,69001,2180.278796,2757.725115,23821.52378,0,1821418393.0,777287.372,612670,70988,2343.528985,2972.919179,25658.11677,0,0.074875832,0.063051431
Invega Sustenna,Paliperidone Palmitate,1,Overall,1249854888.0,681051.015,547532,66152,1835.072483,2282.70656,18893.68255,0,1372610289.0,711009.991,566718,65779,1930.374179,2422.034043,20866.99841,0,1502429444.0,735340.984,583249,67265,2043.094797,2575.965743,22335.97627,0,1643708962.0,753914.163,596038,69001,2180.278796,2757.725115,23821.52378,0,1821418393.0,777287.372,612670,70988,2343.528985,2972.919179,25658.11677,0,0.074875832,0.063051431
Pomalyst,Pomalidomide,1,Overall,1192203838.0,1401432.992,68971,11145,850.7048282,17285.58145,106972.0806,0,1453860767.0,1603901.0,79081,12067,906.4593478,18384.45096,120482.3706,0,1595079245.0,1664887.0,82854,12596,958.0729343,19251.68664,126633.7921,0,1743892720.0,1726966.0,86195,12682,1009.793631,20231.94757,137509.2825,0,1709288465.0,1569928.0,78733,12739,1088.759899,21709.93694,134177.6015,0,0.078200402,0.063624432
