order_id,customer_id,order_timestamp,region,channel,category,product_family,sales_rep,quantity,list_price,discount_pct,shipping_days,returned,csat_score,promo_code,gross_revenue,net_revenue,cost,margin,notes
ORD0035134,29161,2024-03-01 03:00:00,Northeast,Web,Groceries,Premium,James,6,19.57,0.0,3,No,3,SPRING24,117.42,117.42,86.63,30.79,upgrade priority coupon upgrade damaged damaged premium bundle reorder damaged upgrade holiday
ORD0012695,72411,2024-11-07 04:00:00,Northeast,Web,Groceries,Premium,James,5,83.0,0.0,6,No,3,NONE,415.0,415.0,242.17,172.83,reorder upgrade premium late holiday damaged upgrade bundle bundle
ORD0007346,73698,2024-05-03 15:00:00,South,Web,Home,Core,Emma,2,35.47,0.1,5,No,4,NONE,70.94,63.85,41.7,22.15,premium upgrade damaged late reorder gift priority reorder upgrade late
ORD0026042,66307,2024-11-22 16:00:00,Midwest,Mobile,Electronics,Premium,Liam,5,20.27,0.0,3,No,4,NONE,101.35,101.35,82.78,18.57,late priority damaged holiday late upgrade
ORD0023772,80019,2024-08-25 10:00:00,Northeast,Web,Home,Core,Lucas,2,66.12,0.1,2,No,5,NONE,132.24,119.02,74.29,44.73,reorder late holiday premium priority priority gift bundle upgrade premium priority upgrade
ORD0030130,10909,2024-10-14 08:00:00,South,Mobile,Groceries,Core,Lucas,7,12.69,0.2,3,No,4,NONE,88.83,71.06,57.16,13.9,gift gift reorder coupon upgrade coupon bundle priority late
ORD0027863,71453,2024-02-20 02:00:00,South,Web,Apparel,Premium,James,6,15.18,0.0,4,No,5,BFCM,91.08,91.08,71.06,20.02,late reorder coupon late gift bundle premium premium bundle priority damaged
ORD0007484,17192,2024-09-27 16:00:00,West,Retail,Outdoor,Seasonal,James,4,64.59,0.0,4,No,5,WELCOME,258.36,258.36,203.64,54.72,bundle gift coupon holiday late bundle holiday gift coupon holiday
ORD0030965,93938,2024-05-25 16:00:00,Midwest,Mobile,Apparel,Premium,Noah,8,31.04,0.1,4,No,4,NONE,248.32,223.49,154.72,68.77,coupon damaged coupon upgrade premium holiday holiday
ORD0021011,41576,2024-06-28 09:00:00,West,Marketplace,Apparel,Seasonal,James,6,41.72,0.15,4,No,4,NONE,250.32,212.77,169.58,43.19,damaged reorder bundle damaged damaged upgrade premium gift damaged holiday damaged premium
ORD0006478,28127,2024-07-30 14:00:00,West,Marketplace,Outdoor,Seasonal,Ava,8,78.59,0.15,3,Yes,5,NONE,628.72,534.41,382.52,151.89,gift priority holiday damaged premium damaged upgrade reorder reorder
ORD0026135,41645,2024-04-20 12:00:00,Northeast,Retail,Outdoor,Clearance,Ava,1,33.68,0.0,3,No,4,WELCOME,33.68,33.68,22.78,10.9,damaged late premium upgrade gift bundle coupon late bundle
ORD0017125,60254,2024-03-12 08:00:00,West,Web,Beauty,Core,Noah,4,9.87,0.15,6,No,3,NONE,39.48,33.56,22.6,10.96,late late holiday upgrade holiday
ORD0018164,22743,2024-07-26 23:00:00,West,Retail,Outdoor,Premium,Noah,4,52.98,0.1,4,No,4,NONE,211.92,190.73,136.65,54.08,bundle damaged damaged late gift priority
ORD0011793,26811,2024-03-12 04:00:00,Midwest,Marketplace,Outdoor,Core,Lucas,6,87.45,0.0,1,No,5,BFCM,524.7,524.7,408.27,116.43,priority gift damaged holiday upgrade holiday late bundle damaged reorder gift coupon
ORD0010113,24429,2024-07-29 05:00:00,West,Web,Apparel,Core,Ava,4,30.59,0.0,5,No,4,NONE,122.36,122.36,80.66,41.7,upgrade gift priority reorder reorder premium premium premium damaged
ORD0032599,28711,2024-04-05 20:00:00,Northeast,Retail,Apparel,Seasonal,Sophia,5,45.42,0.2,2,No,4,WELCOME,227.1,181.68,101.77,79.91,premium coupon coupon upgrade holiday damaged bundle
ORD0033353,90026,2024-10-20 13:00:00,South,Mobile,Groceries,Core,Lucas,5,67.5,0.0,3,No,3,WELCOME,337.5,337.5,167.5,170.0,bundle holiday premium bundle priority holiday
ORD0032430,79368,2024-09-24 06:00:00,South,Marketplace,Home,Premium,Maya,8,32.11,0.0,3,No,2,WELCOME,256.88,256.88,179.59,77.29,holiday bundle late late premium late late reorder damaged
ORD0039634,67585,2024-11-21 03:00:00,South,Web,Beauty,Seasonal,Emma,2,28.86,0.15,2,No,2,WELCOME,57.72,49.06,25.41,23.65,late coupon holiday priority bundle gift reorder premium late damaged
ORD0041620,94292,2024-02-10 13:00:00,Midwest,Mobile,Beauty,Seasonal,Ava,5,66.4,0.05,2,Yes,4,NONE,332.0,315.4,175.86,139.54,damaged bundle reorder late bundle bundle late premium premium
ORD0010897,60021,2024-11-04 03:00:00,West,Marketplace,Apparel,Core,Maya,3,13.63,0.0,2,Yes,4,NONE,40.89,40.89,30.45,10.44,coupon upgrade bundle bundle premium priority late upgrade priority late premium gift
ORD0029675,78108,2024-07-11 01:00:00,Midwest,Web,Home,Premium,Liam,8,30.37,0.0,2,No,3,BFCM,242.96,242.96,167.1,75.86,coupon late priority reorder upgrade damaged reorder bundle reorder reorder holiday
ORD0029108,14278,2024-07-11 04:00:00,Midwest,Web,Electronics,Seasonal,Sophia,8,23.48,0.0,1,No,4,SPRING24,187.84,187.84,107.21,80.63,coupon upgrade premium premium upgrade coupon gift upgrade holiday
ORD0023601,33264,2024-11-15 16:00:00,Northeast,Web,Electronics,Seasonal,Emma,4,28.63,0.05,5,No,3,NONE,114.52,108.79,80.82,27.97,gift gift gift coupon gift
ORD0007003,95503,2024-01-02 15:00:00,South,Mobile,Outdoor,Core,Maya,1,44.13,0.0,3,Yes,3,NONE,44.13,44.13,31.73,12.4,priority holiday reorder coupon late bundle
ORD0027716,61835,2024-06-09 01:00:00,West,Mobile,Toys,Clearance,Maya,1,70.23,0.2,4,No,3,NONE,70.23,56.18,29.44,26.74,coupon upgrade late coupon coupon bundle gift gift holiday bundle priority premium
ORD0032402,35944,2024-03-10 07:00:00,Northeast,Mobile,Groceries,Core,Ava,2,27.54,0.0,4,No,5,NONE,55.08,55.08,44.9,10.18,priority gift bundle upgrade reorder reorder premium late damaged premium bundle
ORD0006955,15925,2024-12-27 23:00:00,South,Web,Apparel,Clearance,Sophia,4,32.67,0.15,4,No,5,NONE,130.68,111.08,61.63,49.45,priority coupon holiday late priority
ORD0008067,42863,2024-08-16 21:00:00,West,Marketplace,Beauty,Core,Sophia,4,52.21,0.0,4,No,2,NONE,208.84,208.84,118.14,90.7,reorder gift reorder premium priority holiday priority reorder bundle
ORD0027830,29266,2024-06-27 07:00:00,Northeast,Web,Beauty,Seasonal,Liam,6,14.39,0.2,6,No,4,NONE,86.34,69.07,46.53,22.54,late holiday premium premium upgrade upgrade holiday
ORD0030104,69465,2024-02-29 20:00:00,South,Web,Beauty,Premium,James,8,20.0,0.0,6,Yes,5,NONE,160.0,160.0,104.4,55.6,premium late reorder holiday damaged priority gift reorder
ORD0028896,53686,2024-11-14 23:00:00,West,Web,Apparel,Core,Sophia,1,33.58,0.1,2,No,4,NONE,33.58,30.22,16.03,14.19,upgrade late upgrade late coupon reorder priority gift
ORD0018304,25388,2024-04-07 02:00:00,South,Marketplace,Outdoor,Core,Ava,7,9.69,0.2,2,No,3,NONE,67.83,54.26,37.52,16.74,priority gift late late coupon
ORD0015228,55278,2024-01-09 20:00:00,Midwest,Web,Apparel,Core,Lucas,6,111.4,0.0,1,Yes,4,NONE,668.4,668.4,384.6,283.8,late premium reorder damaged holiday upgrade reorder
ORD0007593,82175,2024-02-06 16:00:00,Northeast,Marketplace,Toys,Seasonal,Ava,5,28.15,0.0,3,No,5,VIP10,140.75,140.75,78.37,62.38,reorder damaged premium gift priority premium gift damaged premium premium
ORD0007000,93422,2024-01-06 18:00:00,South,Web,Toys,Seasonal,Ava,7,16.35,0.05,6,No,4,NONE,114.45,108.73,82.93,25.8,damaged upgrade coupon damaged premium upgrade
ORD0032022,53967,2024-05-15 01:00:00,South,Mobile,Apparel,Core,James,2,20.57,0.1,3,No,4,SPRING24,41.14,37.03,21.14,15.89,coupon coupon priority premium coupon
ORD0031145,49444,2024-06-10 04:00:00,Northeast,Mobile,Outdoor,Clearance,Ava,6,24.9,0.15,5,No,5,WELCOME,149.4,126.99,89.1,37.89,premium premium upgrade bundle coupon bundle upgrade
ORD0019752,83997,2024-07-12 17:00:00,West,Marketplace,Electronics,Core,James,1,25.0,0.0,5,No,3,NONE,25.0,25.0,12.38,12.62,priority late premium gift priority bundle late reorder priority premium reorder holiday
ORD0018967,29469,2024-01-03 09:00:00,West,Mobile,Toys,Premium,Sophia,1,78.23,0.0,3,No,3,NONE,78.23,78.23,62.68,15.55,gift holiday holiday bundle coupon gift coupon gift
ORD0032959,46301,2024-05-19 16:00:00,West,Retail,Home,Core,Sophia,7,22.57,0.2,3,No,5,NONE,157.99,126.39,66.04,60.35,bundle gift gift holiday late coupon holiday bundle
ORD0022736,12567,2024-10-06 16:00:00,Midwest,Web,Apparel,Core,Emma,5,65.52,0.0,4,No,3,WELCOME,327.6,327.6,222.24,105.36,reorder late priority premium premium coupon bundle
ORD0013185,64116,2024-10-18 00:00:00,South,Mobile,Toys,Seasonal,Lucas,8,30.38,0.0,6,No,3,WELCOME,243.04,243.04,179.06,63.98,damaged premium late bundle gift priority upgrade priority bundle priority holiday premium
ORD0027872,71004,2024-01-04 23:00:00,Northeast,Retail,Home,Core,Maya,8,24.67,0.15,3,No,4,NONE,197.36,167.76,133.03,34.73,bundle priority bundle holiday gift late damaged premium upgrade
ORD0018125,48919,2024-10-10 14:00:00,Midwest,Retail,Groceries,Core,Sophia,8,24.65,0.15,7,Yes,4,NONE,197.2,167.62,92.05,75.57,gift coupon bundle damaged damaged premium upgrade priority bundle priority late late
ORD0016506,85960,2024-08-31 02:00:00,South,Retail,Toys,Premium,Emma,5,31.49,0.0,5,No,1,VIP10,157.45,157.45,82.26,75.19,coupon late gift damaged coupon
ORD0014531,87921,2024-07-16 06:00:00,West,Web,Home,Core,Maya,5,21.52,0.0,4,No,4,WELCOME,107.6,107.6,70.16,37.44,late premium bundle priority upgrade upgrade upgrade
ORD0007360,28909,2024-05-20 17:00:00,South,Retail,Groceries,Core,Maya,4,24.19,0.1,3,No,5,NONE,96.76,87.08,64.63,22.45,priority premium upgrade priority damaged premium gift upgrade upgrade
ORD0007567,18441,2024-03-28 00:00:00,West,Mobile,Apparel,Core,Liam,6,37.9,0.0,5,No,4,NONE,227.4,227.4,113.85,113.55,premium upgrade upgrade reorder holiday priority bundle coupon
ORD0007214,89181,2024-12-16 04:00:00,West,Web,Home,Clearance,Noah,8,35.36,0.0,1,No,5,NONE,282.88,282.88,148.67,134.21,upgrade premium upgrade holiday upgrade bundle damaged
ORD0007967,82683,2024-10-30 05:00:00,West,Retail,Apparel,Seasonal,Noah,2,32.23,0.15,3,No,3,NONE,64.46,54.79,30.25,24.54,coupon upgrade upgrade coupon coupon late late
ORD0023956,24779,2024-02-08 07:00:00,South,Mobile,Groceries,Premium,James,3,27.56,0.0,2,No,5,WELCOME,82.68,82.68,48.15,34.53,gift coupon damaged gift premium upgrade
ORD0035398,68237,2024-10-09 06:00:00,West,Web,Outdoor,Clearance,Maya,2,30.34,0.15,1,No,2,WELCOME,60.68,51.58,35.3,16.28,holiday coupon reorder reorder coupon damaged late reorder premium priority holiday
ORD0040836,47961,2024-05-23 19:00:00,Northeast,Retail,Groceries,Clearance,Noah,6,83.76,0.2,3,No,5,NONE,502.56,402.05,332.41,69.64,late reorder bundle reorder bundle reorder priority reorder holiday
ORD0012721,51206,2024-10-18 22:00:00,Midwest,Retail,Home,Seasonal,Noah,5,12.61,0.0,6,No,4,WELCOME,63.05,63.05,49.54,13.51,holiday coupon damaged bundle reorder damaged premium premium late priority
ORD0025003,95088,2024-03-14 01:00:00,South,Marketplace,Toys,Core,Noah,7,66.81,0.05,4,No,3,WELCOME,467.67,444.29,334.72,109.57,premium bundle upgrade priority damaged coupon bundle bundle late
ORD0033048,28467,2024-03-21 10:00:00,Northeast,Mobile,Outdoor,Premium,Sophia,2,21.66,0.15,7,No,4,WELCOME,43.32,36.82,28.1,8.72,coupon priority priority bundle gift
ORD0006643,69984,2024-11-23 21:00:00,Midwest,Web,Groceries,Seasonal,Noah,2,71.99,0.1,4,Yes,4,WELCOME,143.98,129.58,87.61,41.97,gift priority holiday damaged holiday gift gift bundle reorder
ORD0021367,89764,2024-07-25 22:00:00,Northeast,Web,Apparel,Core,Noah,8,29.28,0.0,2,No,4,BFCM,234.24,234.24,180.44,53.8,holiday gift premium coupon priority
ORD0007370,83742,2024-07-31 23:00:00,South,Marketplace,Beauty,Core,James,6,45.43,0.0,7,No,3,NONE,272.58,272.58,128.94,143.64,holiday coupon premium premium reorder gift priority premium holiday bundle
ORD0019440,28220,2024-10-17 17:00:00,West,Web,Beauty,Clearance,James,6,17.59,0.0,4,No,4,SPRING24,105.54,105.54,83.29,22.25,coupon upgrade priority gift gift bundle damaged holiday priority
ORD0028245,38156,2024-05-30 16:00:00,West,Web,Outdoor,Core,Ava,8,21.09,0.1,3,No,4,WELCOME,168.72,151.85,113.09,38.76,damaged holiday bundle premium holiday reorder priority gift
ORD0032257,62464,2024-04-03 09:00:00,Midwest,Web,Electronics,Clearance,James,5,20.66,0.1,2,No,3,NONE,103.3,92.97,71.69,21.28,gift damaged upgrade priority late holiday late premium premium damaged
ORD0008066,10803,2024-01-01 18:00:00,South,Marketplace,Home,Premium,Emma,6,22.26,0.15,4,No,4,WELCOME,133.56,113.53,86.86,26.67,premium damaged damaged gift upgrade reorder priority priority
ORD0037998,37606,2024-03-29 04:00:00,West,Mobile,Home,Premium,Emma,2,45.54,0.15,2,No,5,NONE,91.08,77.42,44.61,32.81,damaged bundle holiday priority reorder priority upgrade premium
